HouseID,Description,City/Province,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude,Property Type,Storeys,Project
649,"2 Storey Duplex House for Sale in Naic, Cavite | Pag-ibig financing",Naic,"Sabang, Naic, Calabarzon, Philippines Sabang, Naic",1460000.0,2,1,45.5,54.0,14.32651313,120.8031112,Other,0,Pag-ibig financing
650,"For Sale A Superb Finish 3BR Modern House in B.F. Homes, Parañaque",Paranaque,"B.F. Homes, Paranaque",16500000.0,3,3,200.0,150.0,14.4462789,121.0274109,Other,0,"Homes, Parañaque"
651,"5 Bedroom House For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",400000000.0,5,5,1000.0,855.0,14.4226096,121.0269407,Other,0,"Alabang Village, Muntinlupa City"
652,Pre-Selling 2-Storey House at Madonna Residences Sindalan San Fernando Pampanga,San Fernando,"Sindalan, San Fernando",7052000.0,4,3,135.0,164.0,15.0785115,120.6415215,Other,2,Madonna Residences Sindalan San Fernando Pampanga
653,"For Sale Brand New Modern Two (2) Storey House In BF Homes, Parañaque City",Paranaque,"B.F. Homes, Paranaque",21000000.0,4,4,260.0,189.0,14.4462789,121.0274109,Other,0,"BF Homes, Parañaque City"
654,"House For Sale in Springside Gentri Homes in General Trias, Cavite",General Trias,"Along Governor Ferrer Drive Pasong Kawayan I, General Trias",2900000.0,3,2,60.8,69.0,14.3452428,120.8788539,Other,0,"Gentri Homes in General Trias, Cavite"
655,"4 Bedroom House & Lot for Sale: Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",200000000.0,4,4,1200.0,690.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
656,Valle Verde 1 Townhouse for Sale in Pasig,Pasig,"Valle Verde 1, Pasig",45000000.0,3,3,170.0,150.0,14.57538295,121.0702814,Townhouse,0,
657,"Centerville compound, adjacent House for sale at Mira Nila Homes, Quezon City",Quezon City,"Culiat, Quezon City",12000000.0,4,4,220.0,85.0,14.6679617,121.0565912,Other,0,"Nila Homes, Quezon City"
658,"Rush Sale! Bungalow House in Rancho 1, Marikina City Lot 373 sq.m.",Marikina,"Concepcion Dos, Marikina",19500000.0,4,3,200.0,373.0,14.6405888,121.1208184,Other,0,
659,For Sale Brand New High Ceiling Bungalow House and Lot in Angeles -  near Clark,San Fernando,"Telabastagan, San Fernando",8300000.0,3,2,135.0,150.0,15.1142829,120.6088717,House and Lot,0,
660,"5bedrooms Townhouse Unit at Pineglades Residences, Project 8, Quezon City",Quezon City,"Bahay Toro, Quezon City, National Capital Region, Philippines Project 8, Quezon City",16495000.0,4,3,214.0,86.0,14.66645071,121.0235997,Townhouse,0,"Pineglades Residences, Project 8, Quezon City"
661,"For Sale: Loyola Grand Villas, House and Lot in Matandang Balara, Quezon City",Quezon City,"Matandang Balara, Quezon City",160000000.0,6,5,800.0,1000.0,14.6716797,121.0745345,House and Lot,0,
662,"Rania 4 Bedrooms House and Lot For Sale in Bacolor, Pampanga near to SM",Bacolor,"Cabalantian, Bacolor",6434920.0,4,3,151.0,182.0,15.005106,120.6691581,House and Lot,0,
663,Ayala Alabang House For Sale,Muntinlupa,Muntinlupa,185000000.0,0,0,,,14.3892634,121.0449101,Other,0,
664,For Sale: Colinas Verdes House and lot with pool in Bulacan,San Jose Del Monte,"Tungkong Mangga, San Jose Del Monte",20000000.0,3,6,300.0,250.0,14.7903216,121.0732705,House and Lot,0,
665,"overlooking house and lot for sale in albur, bohol 1,529 sq.m",Alburquerque,"Tagbuane, Alburquerque",5400000.0,3,2,250.0,1529.0,9.6086058,123.9753444,House and Lot,0,
666,"Brand New Fully Furnished 3-Bedroom Duplex House For Sale in Angeles, Pampanga",Angeles,"Capaya, Angeles",8200000.0,3,3,170.0,120.0,15.1407207,120.6262827,Other,0,
667,5-Bedroom Unit House in Savannah Iloilo for Sale,Oton,"Savannah Abilay Norte, Oton",15843000.0,5,3,166.0,143.0,10.7450495,122.5042561,Other,0,
668,"For Sale Corner House & Lot in Southgrove Estates, Imus, Cavite",Imus,"Pasong Buaya Ii, Imus",13000000.0,4,3,117.0,281.0,14.3817416,120.968223,House and Lot,0,"Southgrove Estates, Imus, Cavite"
669,"4 Bedroom House and Lot For Sale at Tierra Nueva Village, Muntinlupa City",Muntinlupa,"Cupang, Muntinlupa",56000000.0,4,4,400.0,375.0,14.4378843,121.0503212,House and Lot,0,"Nueva Village, Muntinlupa City"
670,3 Bedroom House & Lot in Amparo Caloocan sells for 5.3M only,Caloocan,"Marang Amparo Caloocan City Amparo, Caloocan",5340000.0,3,2,83.0,53.0,14.75183528,121.0718787,House and Lot,0,
671,Canyon Woods Tagaytay House For Sale,Laurel,"San Gregorio, Laurel",26500000.0,5,5,650.0,430.0,14.0296242,120.8855456,Other,0,
672,"For Sale: 4 Bedroom Duplex House in Varsity Hills, Loyola Heights, Quezon City",Quezon City,"C. Salvador Loyola Heights, Quezon City",49000000.0,4,3,350.0,240.0,14.6408237,121.0723185,Other,0,
673,"4BR Brand New House And Lot In Treviea, Nuvali",Calamba,"Canlubang, Calamba",34000000.0,4,4,302.0,250.0,14.2160319,121.1080378,House and Lot,0,
674,"3-Bedroom House & Lot For Sale at Bel Air Residences Lipa City, Batangas",Lipa,"Bel-Air Residences, Marauoy, Lipa City, Batangas, Philippines Marauoy, Lipa",8210000.0,3,3,165.0,139.0,13.96305596,121.1720587,House and Lot,0,"Air Residences Lipa City, Batangas"
675,For Sale House in San Fernando Single Attached 4-Bedroom w/ Carport and Balcony,San Fernando,San Fernando,6600000.0,4,3,160.0,128.0,15.0587568,120.631483,Other,0,
676,"For Sale! Nuvali Townhouse Brand New Unit P700k discount in Calamba, Laguna",Calamba,"Canlubang, Calamba",5000000.0,3,2,60.0,50.6,14.2160319,121.1080378,Townhouse,0,
677,3 Bedroom Townhose For Sale in Pleasantfields in Tanza Cavite,Tanza,"Santol, Tanza",2918752.0,3,1,50.0,63.0,14.3748175,120.8733793,Other,0,
678,For Sale 3 Bedroom Townhouse in Tuscany North Estate Burot Tarlac-uno,Tarlac,"Burot, Tarlac",1750000.0,3,1,42.0,48.0,15.4139853,120.600176,Townhouse,0,
679,Sophisticated Huge House With Pool For Sale In Essel Park Subd. Angeles City,San Fernando,"Telabastagan, San Fernando",45000000.0,6,7,537.0,900.0,15.1142829,120.6088717,Other,0,
680,For Sale 4 Bedrooms Single Attached House and Lot in Antipolo,Antipolo,"San Roque, Antipolo",,4,3,93.0,112.0,14.5840694,121.1731457,House and Lot,0,
681,Pre Selling House and Lot for sale thru Pag-Ibig Financing in Trece Martires,Trece Martires,"Lapidario Rd, 4109 Trece Martires City, Philippines Lapidario, Trece Martires",3114170.0,2,2,57.0,50.0,14.26677469,120.8676176,House and Lot,0,
682,"4 Bedroom House and Lot for Sale at The Fountain Grove, Bacolod City",Talisay,"Talisay, Estefania, Bacolod City, Negros Occidental Matab-Ang, Talisay",11129760.0,4,3,192.0,180.0,10.72547861,123.0071246,House and Lot,0,"The Fountain Grove, Bacolod City"
683,"Brand New Modern Industrial Design House For Sale in Manila Southwoods, Carmona",Carmona,"Cabilang Baybay, Carmona",105000000.0,5,5,565.0,915.0,14.3175013,121.0512123,Other,0,
684,5Bedrooms for Sale in Brizlane Residences Tandang Sora Quezon City.,Quezon City,"Cenacle Rd, 1128 Quezon City, Philippines Culiat, Quezon City",19495000.0,5,4,312.0,98.0,14.6647468,121.0443667,Other,0,Brizlane Residences Tandang Sora Quezon City.
685,"Single Attached house in Laguna, Rosepointe Santa Rosa,2 to 3 bedrooms, Near Sm",Santa Rosa,"Rosepointe Tagapo, Santa Rosa",5450000.0,3,1,102.0,80.0,14.31505162,121.1069831,Other,0,
686,"4 Bedroom House and Lot For Sale at Tierra Nueva Village, Muntinlupa City",Muntinlupa,"Cupang, Muntinlupa",56000000.0,4,4,400.0,375.0,14.4378843,121.0503212,House and Lot,0,"Nueva Village, Muntinlupa City"
687,Ayala Westgrove Heights 2 Storey House 5 Bedrooms for Sale,Silang,"Inchican, Silang",55000000.0,5,0,530.0,410.0,14.2510549,121.0527366,Other,0,
688,"3-Bedroom House For Sale in Greenmeadows, Mabalacat, Pampanga",Mabalacat,"Mabiga, Mabalacat",,3,3,99.0,66.0,15.2133136,120.5799194,Other,0,
689,"3 Bedroom Townhouse for Sale in Jeanette Gardens 1, Las Piñas City",Las Pinas,"Pulang Lupa Uno, Las Pinas",5980000.0,3,2,95.0,58.0,14.4764854,120.9719211,Townhouse,0,
690,For Sale 4BR Single Detached House & Lot near New Clark Green City in Capas,Capas,"Cubcub, Capas",5887000.0,3,2,98.0,198.0,15.3329902,120.5914796,Single Detached,1,
691,For Sale 4BR Single Detached House & Lot near New Clark Green City in Capas,Capas,"Cubcub, Capas",5887000.0,3,2,98.0,198.0,15.3329902,120.5914796,Single Detached,1,
692,"4 Bedroom House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",150000000.0,4,4,500.0,550.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
693,New Manila House and Lot with 3 Bedrooms for Sale in Quezon City,Quezon City,"New Manila, Quezon City",188955000.0,3,3,350.0,969.0,14.6134141,121.0291416,House and Lot,0,
694,"5 Bedroom House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",220000000.0,5,5,749.0,883.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
695,"Linnea Model - Affordable House and Lot Single Attached For Sale, General Trias",General Trias,"Panungyanan, General Trias, Calabarzon, Philippines Panungyanan, General Trias",4136000.0,3,2,77.3,120.0,14.25058227,120.9171024,House and Lot,0,
696,"Affordable 2 Storey Townhouse with 2 Bedroom for sale in Pandi, Bulacan",Pandi,"Siling Matanda, Pandi",1227966.0,2,1,46.6,40.0,14.9041477,120.989765,Townhouse,0,
697,"Introducing Paradise: Your Dream House for sale in Lapu-Lapu City, Cebu!",Lapu-Lapu,"Mactan, Lapu-Lapu",,4,0,300.0,363.0,10.2880943,123.9722913,Other,0,
698,Clean Title Brand New House and Lot For Sale in Baliuag 5 Bedroom 2 Car Garage,Baliuag,"Along Calle Rizal, Brgy Sta Barbara Baliuag City Bulacan Santa Barbara, Baliuag",9800012.0,5,3,209.0,204.0,14.9407127,120.860617,House and Lot,0,
699,JADE Model Duplex at Olovarez Homes Southwoods Binan,Binan,"San Francisco, Binan",5899500.0,2,2,70.9,84.0,14.3332614,121.0557498,Other,0,Olovarez Homes Southwoods Binan
700,5BR House and Lot for Sale in New Manila Quezon City,Quezon City,"New Manila, Quezon City",130000000.0,5,5,550.0,300.0,14.6134141,121.0291416,House and Lot,0,
701,"For Sale: 3 Bedroom with Carport Affordable House & Lot in Lumina Tanza, Cavite",Tanza,"Lumina Tanza, Bagtas, Tanza, Cavite, Philippines Bagtas, Tanza",2762000.0,3,1,53.0,63.0,14.33379779,120.8456119,House and Lot,0,
702,"For Sale Townhouse 3-BR provision, Pag-Ibig Housing Loan, Lipa City",Lipa,"Santo Toribio, Lipa",1280000.0,3,1,45.0,36.0,13.9107927,121.2158275,Townhouse,0,
703,"Duplex 3 bedrooms  For Sale in St. Monique Valais Binangonan, Rizal",Binangonan,"Gulod, Binangonan",3000000.0,3,3,132.0,66.0,14.3481172,121.21572,Other,0,
704,RFO Sleek 4-Bedroom Single Attached House w/ Only 10% DP–Modern Living Made Easy,Antipolo,"San Isidro, Antipolo",13500000.0,4,3,187.0,170.0,14.5898029,121.1819903,Other,0,
705,"House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",163000000.0,4,4,304.0,741.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
706,READY FOR OCCUPANCY 2- bedroom townhouse for sale in Consolacion Cebu,Consolacion,"Nangka, Consolacion, Central Visayas, Philippines Nangka, Consolacion",4638990.0,2,2,78.0,50.0,10.37035117,123.9642763,Townhouse,0,
707,Brand new Corner House. Clark Manor Dau Mabalacat Pamp. near Clark,Mabalacat,"Duquit, Mabalacat",11800000.0,3,3,190.0,137.0,15.1779337,120.6013701,Other,0,
708,"More Freebies,Preselling House for Sale in Madonna Residences, Sn Fdo. Pampanga",San Fernando,"Sindalan, San Fernando",7350000.0,4,43,135.0,164.0,15.0785115,120.6415215,Other,0,"Madonna Residences, Sn Fdo. Pampanga"
709,House for Sale in Clark Manor Pampanga near Clark,Mabalacat,"Duquit, Mabalacat",12500000.0,4,4,203.0,120.0,15.1779337,120.6013701,Other,0,
710,"Newly Built 4 Bedroom House for Sale in Lapu-Lapu City, Cebu",Lapu-Lapu,"Subabasbas, Lapu-Lapu",15000000.0,4,2,126.0,147.0,10.26980289,123.9690261,Other,0,
711,"For Sale: RFO 2 Bedroom House and Lot In Pleasantfields, Tanza, Cavite",Tanza,"Santol, Tanza",2989049.0,2,1,50.0,50.0,14.3748175,120.8733793,House and Lot,0,
712,"5 Bedroom Brand New House with Pool for Sale in Talisay City, Cebu",Talisay,"Cadulawan, Talisay",48000000.0,5,7,769.0,407.0,10.2789235,123.8433228,Other,0,
713,"House and Lot For Sale w/ Balcony & Carport in Mabalacat, Pampanga",Mabalacat,"Sapang Biabas, Mabalacat",2164500.0,2,1,50.0,65.0,15.1987752,120.6026101,House and Lot,0,
714,6 Bedroom Ultra Modern House and Lot in Ayala Alabang Village,Muntinlupa,"Ayala Alabang, Muntinlupa",540000000.0,6,6,987.0,1442.0,14.4226096,121.0269407,House and Lot,0,Alabang Village
715,"House and Lot For Sale Along National Highway in Junob, Dumaguete City",Dumaguete,"Junob, Dumaguete",65000000.0,8,5,1000.0,3289.0,9.2958489,123.2833574,House and Lot,0,
716,"Brand New House For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",470000000.0,7,7,1500.0,900.0,14.4226096,121.0269407,Other,0,"Alabang Village, Muntinlupa City"
717,"4 Bedroom House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",110000000.0,4,5,400.0,300.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
718,"5 Bedroom House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",188000000.0,5,5,800.0,688.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
719,"Pre-Selling 5BR Townhouse for sale in New Manila, Quezon City",Quezon City,"Rosal Street Corner Betty Go New Manila, Quezon City",60000000.0,5,5,384.0,122.0,14.62224361,121.0416754,Townhouse,0,
720,"4-Bedroom Luxurious House and Lot with Balcony For Sale in Imus, Cavite",Imus,"Anabu I-D, Imus",11300000.0,4,3,203.0,150.0,14.3893122,120.938141,House and Lot,0,
721,"2-Storey Single Detached, 4 Bedroom House Dasmariñas",Dasmarinas,"Salitran Iii, Dasmarinas",9270000.0,4,3,121.0,120.0,14.34376215,120.9452533,Single Detached,2,
722,"4 Bedroom 2 Bath, Fully Furnished House and Lot For Sale in Diamond Heights",Davao,"Communal, Davao",7600000.0,4,4,100.0,100.0,7.1413022,125.6226189,House and Lot,0,
723,"RFO Townhouse for sale in San Juan, 5 Bedrooms, 3 Car Garage",San Juan,"Pasadena, San Juan",35120000.0,5,5,264.0,92.6,14.6087274,121.0332511,Townhouse,0,
724,"RFO Townhouse for sale in San Juan, 4 Bedrooms, 3 Car Garage",San Juan,"Pasadena, San Juan",35710000.0,4,4,257.0,82.0,14.6087274,121.0332511,Townhouse,0,
725,"5 Bedroom Single Detached House and lot in Daang Reyna, Alabang (SAMANTHA)",Muntinlupa,"Alabang, Muntinlupa",16884800.0,5,4,195.0,240.0,14.4185637,121.0447216,Single Detached,1,
726,"Brand New Townhouse in Better Living, Parañaque City For Sale",Paranaque,"Don Bosco, Paranaque",,4,4,150.0,87.0,14.4843304,121.0314209,Townhouse,0,
727,Spacious Single Attached House and Lot near Bocaue Exit,Santa Maria,"Caysio Road, Santa Maria, Bulacan Caysio, Santa Maria",5400000.0,3,2,75.3,80.0,14.8482305,120.969695,House and Lot,0,
728,"RFO Townhouse for sale in San Juan, 3 Bedrooms, 2 Car Garage",San Juan,"Pasadena, San Juan",24590000.0,3,2,183.0,54.7,14.6087274,121.0332511,Townhouse,0,
729,"4 Bedrooms House and Lot in 186 Averilla, San Juan City, Metro Manila",San Juan,"186 Averilla St., San Juan City Little Baguio, San Juan",42000000.0,4,5,280.0,100.0,14.597523,121.0338296,House and Lot,0,
730,"4BR 3-Storey Duplex House for Sale at Palmera Homes 1 in Novaliches, Quezon City",Quezon City,"Brgy. Sta. Monica Novaliches, Quezon City",10280000.0,4,4,220.0,92.0,14.71490464,121.0474593,Other,3,"Palmera Homes 1 in Novaliches, Quezon City"
731,"Duplex House For Sale near Clark, Hamana Homes, Magalang, Pampanga",Magalang,"Santo Rosario, Magalang",3185421.0,3,2,54.0,90.0,15.2447956,120.6371342,Other,0,"Hamana Homes, Magalang, Pampanga"
732,"3 Bedroom House and Lot For Sale in Southdale Nuvali, Laguna, Preselling",Calamba,"Nuvali Blvd, 4026 Santa Rosa, Philippines Canlubang, Calamba",10762500.0,3,2,85.0,138.0,14.23748177,121.0578339,House and Lot,0,
733,"For Sale Contemporary House in Dau, Mabalacat near Bus Terminal & Airport",Mabalacat,"Dau, Mabalacat",8300000.0,3,3,144.0,100.0,15.1760734,120.5887353,Other,0,
734,RFO 2 Storey Townhouse for sale in East Fairview near Commonwealth Quezon City,Quezon City,"East Fairview Near Commonwealth Quezon City Fairview, Quezon City",6200000.0,3,3,100.0,30.0,14.70567475,121.0748022,Townhouse,0,
735,"For Sale 4-Bedroom House in Bali Mansions South Forbes, Silang, Cavite",Silang,"Inchican, Silang",35000000.0,4,5,368.0,277.0,14.2510549,121.0527366,Other,0,
736,"Pre-selling 3-Bedroom House for Sale in Filinvest II, Quezon City",Quezon City,"Batasan Hills, Quezon City",14000000.0,3,3,170.0,121.0,14.6862585,121.099335,Other,0,
737,Cottonwood Heights Antipolo House & Lot For Sale in Rizal,Antipolo,"San Luis, Antipolo",16000000.0,2,2,100.0,200.0,14.6043281,121.1981422,House and Lot,0,
738,"3-Bedroom Townhouse with Roof Deck for Sale at Project 8, Quezon City",Quezon City,"Lot 2-A Benefits Corner Dividend Street Project 8, Quezon City",12800000.0,3,3,165.0,52.0,14.67203777,121.0179077,Townhouse,0,"Project 8, Quezon City"
739,For Sale Ready For Occupancy Affordable Townhouse in Quezon City,Quezon City,"Bagbag, Quezon City",5116623.0,3,2,68.0,50.0,14.6984863,121.0327857,Townhouse,0,
740,"L-TH-1-196 - Acquired Property for Sale in, Lot 41, Block 8, Modena Street, Camella Bulakan Subdivision, Phase 1, Brgy. Matungao, Bulacan, Bulacan",Bulacan,"Matungao, Bulacan",2182300.0,0,0,26.5,107.0,14.8030969,120.8804129,Other,0,"Camella Bulakan Subdivision, Phase 1, Brgy. Matungao, Bulacan, Bulacan"
741,"3 Bedrooms, 2 Toilet and Bath House and Lot for Sale in Pulilan, Bulacan",Pulilan,"Poblacion, Pulilan",15000000.0,3,2,250.0,484.0,14.902206,120.8487909,House and Lot,0,
742,"For Sale: Brand New 5 Bedroom Modern House in Ayala Alabang Village, Muntinlupa",Muntinlupa,"Ayala Alabang, Muntinlupa",420000000.0,5,6,1172.0,762.0,14.4226096,121.0269407,Other,0,"Alabang Village, Muntinlupa"
743,Refreshing New Townhouse near Banawe Area,Quezon City,"Lourdes, Quezon City",33000000.0,4,5,309.0,93.0,14.625804,121.0020456,Townhouse,0,
744,OLD HOUSE & LOT POBLACION MAKATI FOR SALE near Makati Ave,Makati,"Poblacion, Makati",78000000.0,3,3,250.0,150.0,14.566261,121.0313853,House and Lot,0,
745,"5 Bedroom House and Lot For Sale in Las Pinas Rotale Estate, Las Pinas",Las Pinas,Las Pinas,19500000.0,5,4,386.0,251.0,14.4809012,120.9817861,House and Lot,0,
746,"Brand New 4 Bedroom Townhouse For Sale in Sanville Subd., Quezon City",Quezon City,"Culiat, Quezon City",24430000.0,4,4,350.0,110.0,14.6679617,121.0565912,Townhouse,0,
747,"Siargao Beach Front Villas For Sale in General Luna, Surigao del Norte",General Luna,"Poblacion V, General Luna",250000000.0,4,3,200.0,3000.0,14.1333372,120.9041969,Other,0,
748,Townhouse for sale in EDSA Muñoz Congressional Avenue Quezon City SNR Project 8,Quezon City,"Congressional Avenue, Quezon City",11300000.0,3,3,120.0,60.0,14.6679427,121.0340442,Townhouse,0,
749,"4-Bedroom House in Tuscania Garden Residences, Guadalupe, Cebu City for Sale",Cebu,"Guadalupe, Cebu",15000000.0,4,3,150.0,120.0,9.7340326,123.3656366,Other,0,"Garden Residences, Guadalupe, Cebu City for Sale"
750,McKinley Hill Village 4BR House & Lot For Sale in Taguig near BGC,Taguig,"Mckinley Hill, Taguig",115000000.0,4,4,324.0,190.0,14.5330489,121.0524293,House and Lot,0,Hill Village 4BR House & Lot For Sale in Taguig near BGC
751,For Sale: Brand New Modern Luxury 5 BR Home with Pool in Ayala Alabang,Muntinlupa,"Ayala Alabang, Muntinlupa",250000000.0,5,5,700.0,747.0,14.4226096,121.0269407,Other,0,
752,"4 Bedroom House and Lot for Sale at Madonna Residences, San Fernando, Pampanga",San Fernando,"Barangay Sindalan, San Fernando, Pampanga Sindalan, San Fernando",7650000.0,4,3,135.0,164.0,15.0771316,120.6482244,House and Lot,0,"Madonna Residences, San Fernando, Pampanga"
753,"House and Lot for sale at Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",188000000.0,4,4,800.0,688.0,14.4226096,121.0269407,House and Lot,0,"Alabang Village, Muntinlupa City"
754,"Billion Peso Mansion Estate for sale at Tivoli Royale, Quezon City",Quezon City,"Batasan Hills, Quezon City",1200000000.0,5,7,1024.0,8000.0,14.6862585,121.099335,Other,0,"Tivoli Royale, Quezon City"
755,"House and Lot For Sale in Victoria Place Executive Village, Pasig City",Pasig,Pasig,24000000.0,5,3,450.0,250.0,14.5605166,121.0764343,House and Lot,0,"Executive Village, Pasig City"
756,"Complete Turnover Townhouse for sale in Tanza, Cavite",Tanza,"Sanja Mayor, Tanza",,3,2,60.0,52.0,14.3750722,120.854151,Townhouse,0,
757,"Bare type Townhouse for sale in San Fernando, Pampanga",San Fernando,"Del Carmen, San Fernando",1873945.0,2,1,47.0,40.0,15.0487446,120.6882894,Townhouse,0,
758,Ayala Alabang Brand New House for Sale,Muntinlupa,"Ayala Alabang, Muntinlupa",180000000.0,3,3,650.0,650.0,14.4226096,121.0269407,Other,0,
759,"4 Bedroom House and Lot for Sale in Almanza Dos, Las Piñas City",Las Pinas,"Almanza Dos, Las Pinas",7000000.0,4,2,150.0,163.0,14.4234362,121.0223422,House and Lot,0,
760,House and Lot in Lipa,Lipa,"F. Rodelas Rd. Barangay Bolbok Lipa City Bolbok, Lipa",2913000.0,3,2,60.5,50.0,13.92511481,121.1522532,House and Lot,0,
761,"For Sale Brand New Colonial-Style House in Verdana Homes Mamplasan, Laguna",Binan,"Langkiwa, Binan",,3,3,250.0,202.0,14.2989841,121.0597082,Other,0,"Verdana Homes Mamplasan, Laguna"
762,Brand New Modern 3-Storey House & Lot for Sale in Parañaque City,Paranaque,"Sun Valley, Paranaque",12000000.0,5,5,210.0,75.0,14.4888415,121.0325173,House and Lot,3,
763,Ayala Alabang Muntinlupa House and lot for sale with pool,Muntinlupa,"Ayala Alabang, Muntinlupa",180000000.0,4,5,600.0,720.0,14.4226096,121.0269407,House and Lot,0,
764,"5BR Brand New House and Lot for Sale in Mckinley Hill Village, Taguig City",Taguig,"Mckinley Hill Dr, 1634 Taguig City, Philippines Mckinley Hill, Taguig",198000000.0,5,6,642.0,288.0,14.53466167,121.0519657,House and Lot,0,"Hill Village, Taguig City"
765,"For Sale: 3-Storey House and Lot in Antipolo, Rizal [Near Robinsons Antipolo]",Antipolo,"San Luis, Antipolo",19500000.0,5,5,,542.0,14.6043281,121.1981422,House and Lot,3,
766,"Aldea Grove Estates 3 Bedroom House and Lot for Sale in Angeles, Pampanga",Angeles,"Aldea Grove Estate Angeles Pampanga Mining, Angeles",10810000.0,3,2,95.0,129.0,15.140846,120.6093074,House and Lot,0,"Grove Estates 3 Bedroom House and Lot for Sale in Angeles, Pampanga"
767,"Townhouse for Sale near SM at Evergreen Executive Village, Caloocan",Caloocan,"Bagumbong, Caloocan City North, National Capital Region, Philippines Bagumbong, Caloocan",3700000.0,3,1,57.0,56.3,14.75525692,121.0205241,Townhouse,0,"Executive Village, Caloocan"
768,"Single Detached House for Sale near Dona Carmen MRT Station, Quezon City",Quezon City,"Fairview, Quezon City",18000000.0,5,3,300.0,400.0,14.7055228,121.0742821,Single Detached,1,
769,"McKinley Hill Village: House For Sale, Lot 189m2, Floor 450m2, 4BR, Taguig City",Taguig,"Mckinley Hill, Taguig",135000000.0,4,5,450.0,189.0,14.5330489,121.0524293,Other,0,"Hill Village: House For Sale, Lot 189m2, Floor 450m2, 4BR, Taguig City"
770,"4 Bedroom House for Sale in BF Resort Village, Las Piñas City",Las Pinas,"Talon Dos, Las Pinas",8500000.0,4,2,160.0,102.0,14.4330886,120.9847045,Other,0,"Resort Village, Las Piñas City"
771,Fully Furnished House and Lot For Sale in Filinvest 2 Commonwealth Quezon City,Quezon City,"Filinvest 2 Batasan Commonwealth Quezon City Townhouse Katipunan, Teachers Village, Up Diliman, Ateneo, Miriam, City Hall, Philippine Kidney Hospital, Heart Center, Lung Center, Mrt Edsa, Sm North Edsa, Trinoma Congress, Batasang Pambansa House And Lot, Commonwealth, Quezon City",22500000.0,4,4,246.0,194.0,14.65742648,121.0687586,House and Lot,0,
772,3 Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Nr Mindanao Avenue,Quezon City,"Tandang Sora, Quezon City",9750000.0,4,4,148.7,58.5,14.6818637,121.0322006,Townhouse,0,
773,"For Sale Senior-Friendly Bungalow House in BF Homes, Parañaque City",Paranaque,"B.F. Homes, Paranaque",24950000.0,5,4,250.0,280.0,14.4462789,121.0274109,Other,0,"BF Homes, Parañaque City"
774,"For Sale: 4 Bedroom House in Valle Verde 5, Pasig City, Metro Manila",Pasig,"Ugong, Pasig",162000000.0,4,4,400.0,479.0,14.5841307,121.0732458,Other,0,
775,"For Sale Luxurious Mansion in Ayala Alabang Village, Muntinlupa City",Muntinlupa,"Ayala Alabang, Muntinlupa",,7,7,1500.0,900.0,14.4226096,121.0269407,Other,0,"Alabang Village, Muntinlupa City"
776,2-Storey Townhouse with 3 Bedrooms for Sale in Quezon City (RFO),Quezon City,"Novaliches, Quezon City",5710000.0,3,4,117.0,43.3,14.7209396,121.038922,Townhouse,2,
777,"4 Bedroom Modern Contemporary House for Sale in Pristina North, Talamban, Cebu",Cebu,"Talamban, Cebu",35000000.0,4,4,300.0,336.0,10.3693575,123.9169315,Other,0,
778,"Brand New BF Homes Modern House for sale in B.F. Homes, Parañaque",Paranaque,"B.F. Homes, Paranaque",34000000.0,4,5,380.0,286.0,14.4462789,121.0274109,Other,0,"BF Homes Modern House for sale in B.F. Homes, Parañaque"
779,3 Storey Townhouse For Sale in Project 8 nr EDSA Munoz Congressional Quezon City,Quezon City,"Project 8, Quezon City",9700000.0,3,3,200.0,80.0,14.6641862,121.0201724,Townhouse,0,
780,Full sea view House and lot for sale at Playa Calatagan - beautiful sea view,Calatagan,"Playa Calatagan House And Lot For Sale Santa Ana, Calatagan",29000000.0,5,4,200.0,591.0,13.79490732,120.6445256,House and Lot,0,Playa Calatagan - beautiful sea view
